asset_ip,score,cvss,epss,vpr_score,asset_criticality,asset_exposure,vuln_state,first_seen,last_seen,severity_label,cisa,siem,is_cve_trend,reference_date
192.0.2.46,"20,60",8.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.46,"20,60",8.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.46,"22,20",9.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.46,"22,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.46,"30,30",8.8,"0,94",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
192.0.2.46,"32,20",9.6,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,True,,False,2026-05-01 00:00:00
192.0.2.126,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.126,"3,00",,"0,00",,0,3,Informational,2026-03-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.126,"9,20",3.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.126,"13,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.126,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
198.51.100.56,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.56,"3,00",,"0,00",,0,3,Informational,2026-03-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.56,"9,20",3.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.56,"13,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.56,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.30,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.30,"3,00",,"0,00",,0,3,Informational,2026-03-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.30,"9,20",3.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.30,"13,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.30,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.4,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.97,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
198.51.100.97,"10,00",3.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.97,"10,40",3.7,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
198.51.100.97,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"13,60",5.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"13,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"13,80",5.4,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"15,80",6.4,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"17,50",5.9,"0,53",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
198.51.100.97,"18,20",7.6,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.4,"3,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.4,"8,20",2.6,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.4,"10,40",3.7,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,True,2026-05-01 00:00:00
192.0.2.4,"13,00",5.0,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.4,"13,60",5.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
192.0.2.4,"13,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.4,"16,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.4,"17,50",5.9,"0,53",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"23,00",5.0,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"24,00",5.0,"0,19",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"25,20",6.1,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"25,20",6.1,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"26,00",5.5,"0,39",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"26,60",6.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.52,"27,60",7.3,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.52,"27,60",7.3,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.52,"27,60",7.3,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.52,"28,00",7.5,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.52,"32,60",9.8,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.52,"39,60",8.8,"0,80",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,True,,False,2026-05-01 00:00:00
192.0.2.30,"13,00",,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.30,"13,00",,"0,00",,0,3,Informational,2026-01-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.30,"13,00",,"0,00",,0,3,Informational,2026-02-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.30,"13,00",,"0,00",,0,3,Informational,2026-03-01 00:00:00,2026-05-01 00:00:00,,False,,False,2026-05-01 00:00:00
192.0.2.30,"17,20",2.1,"0,01",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.30,"19,20",3.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Baixa,False,,False,2026-05-01 00:00:00
192.0.2.30,"21,60",4.3,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"22,60",4.8,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"23,00",5.0,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"23,80",5.4,"0,00",,0,3,Informational,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"23,80",5.4,"0,00",,0,3,Informational,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"24,00",5.0,"0,19",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"24,40",5.7,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,True,2026-05-01 00:00:00
192.0.2.30,"25,20",6.1,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"25,20",6.1,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"25,60",6.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,00",5.5,"0,39",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,00",6.5,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,00",6.5,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,10",6.5,"0,02",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,20",6.6,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"26,60",6.8,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,30",6.5,"0,25",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,60",7.3,"0,00",,0,3,Fixed,2026-04-01 00:00:00,2026-04-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,60",7.3,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,60",7.3,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,60",7.3,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"27,60",7.3,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"28,00",7.5,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"28,00",7.5,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,True,2026-05-01 00:00:00
192.0.2.30,"28,10",7.5,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"28,70",7.8,"0,02",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"28,90",5.6,"0,94",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,False,,False,2026-05-01 00:00:00
192.0.2.30,"29,20",5.5,"0,03",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Média,True,,False,2026-05-01 00:00:00
192.0.2.30,"29,20",8.1,"0,00",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"29,40",7.8,"0,16",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"29,40",8.1,"0,03",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,00",7.5,"0,41",,0,3,Maintained,2025-12-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,10",8.3,"0,09",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,30",7.3,"0,55",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,30",8.6,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,60",8.8,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,60",8.8,"0,00",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,60",8.8,"0,00",,0,3,Maintained,2026-03-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"30,70",8.8,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"31,00",6.2,"0,12",,0,3,Maintained,2026-02-01 00:00:00,2026-05-01 00:00:00,Média,True,,False,2026-05-01 00:00:00
192.0.2.30,"32,50",8.8,"0,39",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,00",,0,3,Fixed,2026-03-01 00:00:00,2026-04-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,00",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,00",,0,3,Maintained,2026-04-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,00",,0,3,New,2026-05-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,60",9.8,"0,01",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,True,2026-05-01 00:00:00
192.0.2.30,"32,80",9.8,"0,04",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"32,90",9.8,"0,06",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"33,00",9.8,"0,07",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,True,2026-05-01 00:00:00
192.0.2.30,"33,10",9.8,"0,09",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
192.0.2.30,"33,20",8.8,"0,52",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Alta,False,,False,2026-05-01 00:00:00
192.0.2.30,"33,20",9.8,"0,11",,0,3,Maintained,2026-01-01 00:00:00,2026-05-01 00:00:00,Crítica,False,,False,2026-05-01 00:00:00
